0.059671,0.3367847
0.06561082,0.33595829
0.0791272,0.29334138
0.08353324,0.33118574
0.08744783,0.35180914
0.08825665,0.36056805
0.09086885,0.33734797
0.09265207,0.29888271
0.09382815,0.35012913
0.09473886,0.29900993
0.09727146,0.33440006
0.09896127,0.28973778
0.10139728,0.27669021
0.1037558,0.37055027
0.10406256,0.36841573
0.10882418,0.33313108
0.10924345,0.41729382
0.10948864,0.30801459
0.11070505,0.31461069
0.11111264,0.29812697
0.11133342,0.444609
0.11234285,0.3360431
0.11238531,0.27292676
0.1125838,0.29112528
0.11343295,0.32632621
0.1138915,0.35743094
0.11582226,0.27603343
0.11622454,0.33675317
0.11635298,0.29370348
0.11657694,0.31542405
0.11765855,0.33935529
0.11778804,0.32980041
0.12073354,0.32347725
0.12090762,0.28032535
0.12096175,0.33643456
0.12191705,0.32542911
0.12281078,0.33170551
0.12446769,0.36293529
0.12539008,0.32993307
0.12680392,0.28590147
0.12765519,0.31524137
0.12767642,0.32159933
0.12768385,0.29879572
0.12819759,0.32500829
0.12847781,0.30807222
0.12872937,0.32613917
0.12952227,0.2970559
0.12952333,0.30206332
0.12966344,0.30454256
0.12993835,0.30236126
0.13015382,0.31794244
0.1306251,0.30261354
0.1308565,0.31973772
0.13150928,0.24858014
0.13203576,0.31953221
0.13211855,0.3011684
0.13232659,0.32001392
0.13254206,0.35319991
0.13315452,0.37010444
0.13377546,0.33980329
0.13399093,0.28896138
0.13399305,0.25844928
0.13478807,0.26783778
0.13594504,0.30110098
0.13683453,0.33570275
0.13701073,0.31294263
0.1371986,0.32791379
0.13738648,0.31569481
0.13801697,0.25401382
0.13817194,0.34784779
0.13939791,0.30568432
0.14034259,0.32024771
0.14119917,0.38802786
0.14130107,0.2938481
0.14153883,0.24667069
0.14196553,0.32747884
0.14199101,0.35696119
0.14213006,0.33644761
0.14230519,0.32906207
0.14258541,0.32845857
0.14284547,0.28163239
0.1437116,0.33340184
0.14397802,0.32053152
0.14400562,0.33106613
0.14400881,0.34930597
0.14413299,0.22965633
0.14420199,0.34497817
0.14457455,0.26531831
0.1455341,0.31346784
0.14556806,0.40614048
0.14557549,0.41302147
0.1457846,0.32156345
0.14579733,0.32537039
0.14601068,0.32119156
0.14632593,0.30856264
0.14686726,0.28796533
0.14723771,0.33023645
0.14726,0.33803085
0.14735871,0.28233375
0.14741072,0.3565458
0.14745,0.28378759
0.14757843,0.28408988
0.14784273,0.31502498
0.14791809,0.28075595
0.1479839,0.31790439
0.14803591,0.31194115
0.14813144,0.32608481
0.14816965,0.27102383
0.14821636,0.34918745
0.14824183,0.30503406
0.14840954,0.35955243
0.14847004,0.32793445
0.14895193,0.33897905
0.14899545,0.27395869
0.14901244,0.3582617
0.14916847,0.32880328
0.1496631,0.32258777
0.14975544,0.32247576
0.15012801,0.32232027
0.15020443,0.32587168
0.15024901,0.31805662
0.15031376,0.35045534
0.15066616,0.29729404
0.15094213,0.28889288
0.15153654,0.37124511
0.15154291,0.33933463
0.15187726,0.28981281
0.15193458,0.30910959
0.15205771,0.32517901
0.15216279,0.30511888
0.15280602,0.31965943
0.15300239,0.31857095
0.15307138,0.32076639
0.15339831,0.32246489
0.1539216,0.25656157
0.15395132,0.32391764
0.15399378,0.32538888
0.15425171,0.31841437
0.15438545,0.40761498
0.15458924,0.35477989
0.1546922,0.27662714
0.15472829,0.33900624
0.15477712,0.28976822
0.15478136,0.31273386
0.15481533,0.33259065
0.15501913,0.34073083
0.15502443,0.3235936
0.15508706,0.32048367
0.15548828,0.3281802
0.15562203,0.33917261
0.15576532,0.32417644
0.15583962,0.32573467
0.15599353,0.29072512
0.15617822,0.30838648
0.15617822,0.3159025
0.15648498,0.37885248
0.15655715,0.30591593
0.1569,0.32725266
0.1571038,0.31565567
0.15733944,0.3143943
0.15735217,0.32210823
0.15742647,0.32025423
0.15755915,0.35184394
0.15756977,0.28045366
0.15773854,0.34449211
0.15787652,0.32541824
0.15812278,0.32707759
0.15820876,0.32925237
0.158403,0.32383282
0.15845819,0.32238116
0.15848367,0.33073774
0.15857177,0.34081347
0.15864076,0.32356859
0.15868747,0.32348051
0.1588626,0.39167931
0.15893372,0.32168632
0.15899634,0.3413115
0.15925958,0.31505869
0.15926383,0.31751836
0.15935511,0.34524784
0.15938483,0.39002974
0.15939332,0.34674518
0.15941455,0.32268889
0.15949947,0.29581627
0.15955572,0.31800334
0.15967885,0.27758187
0.15979879,0.3141007
0.15984231,0.28822739
0.16004505,0.3278355
0.16012147,0.31803379
